City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
525,Sukumo,JP,49.3,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
527,Ismailia,EG,71.6,clear sky,26.7693,31.5021,El Salam Hotel
531,Quesnel,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
532,Yarada,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
533,Saurimo,AO,72.12,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
534,Constitucion,CL,59.0,moderate rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
535,Mbaiki,IT,50.0,broken clouds,40.922,14.5329,Pamaran Hotel
537,Grand Forks,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
538,Nuoro,IT,55.99,broken clouds,40.3211,9.3297,Hotel Sandalia
539,Dunmore Town,BS,62.6,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
540,Takoradi,GH,83.32,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
543,Palamos,ES,43.0,overcast clouds,38.2756,-3.6153,NH La Perdiz
544,Stornoway,GB,41.0,broken clouds,60.3964,-1.3530000000000002,Busta House Hotel
545,Hauterive,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
546,Bone,ID,80.6,light rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
547,Tabuk,SA,60.8,scattered clouds,26.326,43.975,Mövenpick Hotel Qassim
551,Hambantota,LK,76.24,heavy intensity rain,8.5711,81.2335,Welcombe Hotel
553,Saint-Augustin,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
554,Matagami,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
555,Pacific Grove,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
556,Tres Arroyos,AR,57.2,few clouds,-54.8,-68.3,Albatros Hotel
557,Mormugao,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
558,Agadez,NE,81.75,clear sky,18.6853,12.9164,Expeditions Ténére voyages
559,Arcata,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
560,Monmouth,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
562,Phalodi,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
563,Miri,MY,75.2,moderate rain,4.75,115.0,Purnama Hotel
564,Guerrero Negro,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
565,Havre-Saint-Pierre,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
566,Bandarbeyla,SO,80.55,clear sky,4.1213,43.8894,Banjanay Hotel
568,Melilla,ES,43.0,overcast clouds,38.2756,-3.6153,NH La Perdiz
569,Lixourion,IT,39.2,clear sky,45.653,8.6336,Albergo Fontana
570,Kailua,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
572,Progreso,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
574,Tamiahua,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
576,Rivadavia,AR,57.2,few clouds,-54.8,-68.3,Albatros Hotel
577,Shibetsu,JP,49.3,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
578,Santa Barbara,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
580,Lom Sak,TH,78.01,moderate rain,14.892000000000001,100.3173,อมรรัตน์ สุวิชัย
581,Sinnamary,GF,77.0,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
582,Valleyview,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
583,Along,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
585,Seaford,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
586,Ulvik,NO,39.2,light rain,61.5996,5.0328,Kinn Hotell Florø
587,Samarai,PG,82.18,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
588,Domoni,KM,80.98,broken clouds,-12.2569,44.5319,Al Djadid
590,Bonavista,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
591,Sakhipur,BD,73.0,clear sky,22.3384,90.7419,Sundorbon courier service
592,Rabo De Peixe,PT,55.99,scattered clouds,39.05,-27.9833,Casa Das Faias
594,Chai Badan,TH,78.01,moderate rain,14.892000000000001,100.3173,อมรรัตน์ สุวิชัย
595,Canon City,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
596,Umzimvubu,ZA,80.01,clear sky,-33.5906,26.891,The Halyards Hotel
597,Belfast,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
601,Zarate,AR,57.2,few clouds,-54.8,-68.3,Albatros Hotel
602,Grand Centre,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
604,Simga,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
605,Awjilah,IL,68.0,scattered clouds,31.61,34.7642,OlusHome
606,Superior,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
607,Buala,SB,83.5,overcast clouds,-8.103,156.8419,Imagination Island
608,Ixtapa,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
609,Mathbaria,BD,73.0,clear sky,22.3384,90.7419,Sundorbon courier service
615,Bur Gabo,SO,80.55,clear sky,4.1213,43.8894,Banjanay Hotel
616,Mobaye,IT,50.0,broken clouds,40.922,14.5329,Pamaran Hotel
617,Sitka,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
619,Mumford,GH,83.32,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
620,Kalmunai,LK,76.24,heavy intensity rain,8.5711,81.2335,Welcombe Hotel
622,Kaeo,NZ,51.01,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
623,Macia,MZ,86.0,scattered clouds,-23.865,35.3833,Oceano
627,North Bend,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
628,Chicama,PE,78.89,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
629,Kautokeino,NO,39.2,light rain,61.5996,5.0328,Kinn Hotell Florø
632,La Baneza,ES,43.0,overcast clouds,38.2756,-3.6153,NH La Perdiz
633,Avera,PF,77.68,overcast clouds,-23.1203,-134.9692,Pension Maro'i
635,Najran,SA,60.8,scattered clouds,26.326,43.975,Mövenpick Hotel Qassim
637,San Luis,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
639,Sioux Lookout,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
641,Tuatapere,NZ,51.01,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
643,Lubango,AO,72.12,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
644,Port Blair,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
645,Gamba,GA,86.0,scattered clouds,-0.7193,8.7815,Fengshui Residence
646,Mastic Beach,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
647,Prince Rupert,CA,37.0,broken clouds,47.6666,-52.7314,Gallows Cove
648,Eureka,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
649,Camana,PE,78.89,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
651,Chinhoyi,ZW,72.86,moderate rain,-17.3667,30.2,Msasa Guest House Chinhoyi (Wendy Shaw)
652,Mataquescuintla,GT,78.8,few clouds,14.5094,-92.1933,Auto Hotel El Soñador
653,Hermitage,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
657,San Rafael,AR,57.2,few clouds,-54.8,-68.3,Albatros Hotel
658,Somerset East,ZA,80.01,clear sky,-33.5906,26.891,The Halyards Hotel
659,San Felipe,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
660,Tubruq,IL,68.0,scattered clouds,31.61,34.7642,OlusHome
661,Camabatela,AO,72.12,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
662,Mwinilunga,ZM,72.7,overcast clouds,-9.3451,28.734,KD Travellers Home
663,Loreto,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
664,Ayios Stefanos,IT,39.2,clear sky,45.653,8.6336,Albergo Fontana
666,Oranjestad,AW,84.2,broken clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
669,Porto Novo,PT,57.0,light rain,32.6667,-17.1,Hotel do Campo
670,Westport,PH,75.25,light rain,10.9995,122.6711,SEGAYA PROPERTY
671,Marquette,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
672,Rungata,KI,81.43,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
674,Jonuta,CL,63.88,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
676,Goure,NE,81.75,clear sky,18.6853,12.9164,Expeditions Ténére voyages
677,Vanimo,PG,82.18,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
678,Nishihara,JP,49.3,broken clouds,28.3667,129.4833,奄美ポートタワーホテル
679,Palaikastron,IT,39.2,clear sky,45.653,8.6336,Albergo Fontana
684,Neuquen,AR,57.2,few clouds,-54.8,-68.3,Albatros Hotel
685,Nalut,IL,68.0,scattered clouds,31.61,34.7642,OlusHome
686,Trofarello,IT,55.99,broken clouds,40.3211,9.3297,Hotel Sandalia
687,Gracac,HR,44.01,few clouds,44.3006,15.8547,"Apartment ""ANA"""
688,Mangrol,IN,65.53,broken clouds,27.9167,96.1667,Circuit House
689,Blackfoot,US,64.4,clear sky,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
